DATAFLOW,AUDST,FREQ,MEASURE_TYPE,OCCP_GP_ITEM,REPYEAREND,REPYEARSTART,STATE_CODE,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2023,2022,OD,0,2023-03-31,INR,439660690000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2023,2022,KAR,0,2023-03-31,INR,1534396129000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2023,2022,ANP,0,2023-03-31,INR,2084183570000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2023,2022,OD,0,2023-03-31,INR,328939344000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2023,2022,SIKK,0,2023-03-31,INR,3031781000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2023,2022,MAH,0,2023-03-31,INR,1217652832000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2023,2022,LAK,0,2023-03-31,INR,262612000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2023,2022,GOA,0,2023-03-31,INR,15843660000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2023,2022,WB,0,2023-03-31,INR,474715662000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2023,2022,MP,0,2023-03-31,INR,1036087018000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2023,2022,HAR,0,2023-03-31,INR,629678463000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2023,2022,KER,0,2023-03-31,INR,1051862803000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2023,2022,NAGA,0,2023-03-31,INR,3410381000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2023,2022,GUJ,0,2023-03-31,INR,827532632000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2023,2022,TN,0,2023-03-31,INR,3099532976000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2023,2022,MEG,0,2023-03-31,INR,6684791000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2023,2022,MANI,0,2023-03-31,INR,8624177000
